,company_x,company_y;
6117,little rocket,ZeelVis-IT;
6118,Saxion University of Applied Sciences,Zuyd Hogeschool | Zuyd University of Applied Sciences;
6119,Lions Clubs International,Navitas;
"6120,Saxion University of Applied Sciences,""PageFreezer Software, Inc.""";
6121,Little Rocket | Data + digitale innovatie,Wageningen University & Research;
6122,Koninklijke Grolsch,ForFarmers;
6123,Koninklijke Grolsch,SES Creative;
6124,Little Rocket,Wasbeer & Pauw;
6125,Little Rocket,KLOF ;
6126,Little Rocket,Cuebic - Performance Marketeers;
6127,little rocket,Stichting Webwinkelkeur;
6128,Saxion University of Applied Sciences,Digiminderen;
6129,Little Rocket,BRIEGEL;
6130,Lions Clubs International,Hegeman Bouw & Infra B.V.;
6131,Little Rocket,Rotometal;
6132,Little Rocket I Data & Digital Innovation,Veiligheidsregio Twente;
6133,Little Rocket,Taurus Corporate Finance;
6134,Lions Clubs International,Arbo Unie;
6135,Little Rocket,Easy.Auction;
6136,Lions Clubs International,Moba Group;
6137,Koninklijke Grolsch,MothersonSumi INfotech & Designs Ltd. (MIND);
6138,Little Rocket,360Creators;
6139,little rocket,Teqoia;
6140,little rocket,Stadshotel Ter Stege;
6141,Koninklijke Grolsch,Ferrero;
6142,Saxion University of Applied Sciences,Frietfiets;
6143,Little Rocket I Data & Digital Innovation,TMSi - Twente Medical Systems International B.V.;
6144,Little Rocket,Iwan.nl B.V.;
6145,Little Rocket,Cosmonauts & Kings;
6146,Little Rocket,Licentie2GO;
6147,Koninklijke Grolsch,TUBES - Wines & spirits by the glass;
6148,Little Rocket,JEMM'S GROUP BV;
6149,Little Rocket,Giesbers Communicatie Groep;
6150,Little Rocket,Ilja Klees˙ Brand Experience;
6151,Little Rocket | Data + digitale innovatie,Topsport Gelderland;
6152,Lions Clubs International,Deloitte Consulting;
6153,Koninklijke Grolsch,Covebo Uitzendgroep;
6154,Little Rocket I Data & Digital Innovation,De Haan IT (Almere);
6155,Little Rocket I Data & Digital Innovation,SAP;
6156,Little Rocket I Data + digitale innovatie,Universiteit Utrecht;
6157,Saxion University of Applied Sciences,nia.studio;
6158,Little Rocket | Data + digitale innovatie,OVSoftware;
6159,Saxion University of Applied Sciences,Sisters of Our Lady of Amersfoort;
6160,Little Rocket | Data + digitale innovatie,Little Rocket I Data + digitale innovatie;
6161,Lions Clubs International,HartjeWonen;
6162,Lions Clubs International,HUISMERCK®;
6163,Little Rocket | Data + digitale innovatie,Pre-U / University of Twente;
6164,Saxion University of Applied Sciences,Hanzehogeschool Groningen / Hanze University of Applied Sciences Groningen;
6165,Saxion University of Applied Sciences,Goliath;
6166,Little Rocket,Eonics;
6167,Little Rocket,Stravinsky eten · drinken · slapen;
6168,Little Rocket I Data & Digital Innovation,Nedap Security Management;
6169,Little Rocket,Its always now!;
6170,Little Rocket,stressfrei solutions;
6171,Little Rocket I Data + digitale innovatie,CED (Council for Entrepreneurial Development);
6172,Saxion University of Applied Sciences,Zorggroep Meander;
6173,Little Rocket I Data & Digital Innovation,Arts en Zorg;
6174,Little Rocket,TomTom;
6175,Lions Clubs International,Montessori College Twente;
6176,Saxion University of Applied Sciences,Prowise BV;
6177,Koninklijke Grolsch,NewDay;
6178,Saxion University of Applied Sciences,Schulten Media;
6179,Saxion University of Applied Sciences,Julius Fröbus GmbH;
6180,Little Rocket | Data + digitale innovatie,Saxion University of Applied Sciences (and MBA/MA with Greenwich University London);
6181,Saxion University of Applied Sciences,Robitex B.V.;
6182,Lions Clubs International,Exact;
6183,Saxion University of Applied Sciences,FIWARE;
6184,Koninklijke Grolsch,Ericsson;
6185,Little Rocket,Dunlop Protective Footwear;
"6186,Lions Clubs International,""e-Drivers.com, het platform voor e-Mobility""";
6187,Little Rocket,WePublish;
6188,Saxion University of Applied Sciences,Woonexpress;
6189,Lions Clubs International,STG Advisors Limited;
6190,Saxion University of Applied Sciences,January;
6191,Little Rocket,mooi mag.;
6192,Saxion University of Applied Sciences,Vitens;
6193,Little Rocket,D-Nature BV;
6194,Little Rocket,ROES.;
6195,Little Rocket,ErwinHofman.com;
6196,Little Rocket I Data & Digital Innovation,Gemeente Almelo;
6197,little rocket,Rijksuniversiteit Groningen;
6198,Koninklijke Grolsch,RIBW Groep Overijssel;
6199,Little Rocket,PCPT -  Praktijkcentrum voor Procestechnologie Oost-Nederland;
6200,Little Rocket I Data & Digital Innovation,UWV;
"6201,Little Rocket,""Anne houdt woord - taal, tekst en communicatieadvies""";
6202,Lions Clubs International,Fotografie geert cox;
6203,Little Rocket I Data & Digital Innovation,Eaton;
6204,Saxion University of Applied Sciences,Boom Training and Consultancy;
6205,Koninklijke Grolsch,CAPE Groep;
6206,Saxion University of Applied Sciences,W2 Moments BV;
6207,Koninklijke Grolsch,Koninklijke Landmacht;
6208,Little Rocket,Greenhouse Group BV;
6209,Saxion University of Applied Sciences,Qredits Microfinanciering Nederland;
6210,Little Rocket I Data + digitale innovatie,Chiodo Marketing;
6211,Saxion University of Applied Sciences,Tobias Sybesma Foundation;
6212,Little Rocket I Data & Digital Innovation,BonsenReuling Accountants-Belastingadviseurs;
6213,Little Rocket,Engele Coaching;
6214,Koninklijke Grolsch,Aareon NL;
6215,Lions Clubs International,GetFit4Life;
6216,Saxion University of Applied Sciences,Conduent;
6217,Little Rocket,SKO-IT;
6218,Lions Clubs International,Little Rocket | Data + digitale innovatie;
6219,Koninklijke Grolsch,Nationale Postcode Loterij;
6220,Koninklijke Grolsch,eStoreLabs;
6221,Saxion University of Applied Sciences,Self-employed;
6222,Little Rocket,Guts & Gusto;
6223,Koninklijke Grolsch,Björn Borg;
6224,Little Rocket,Zonderland ZorgLogistiek;
6225,Little Rocket | Data + digitale innovatie,Medisch Spectrum Twente;
6226,Little Rocket,Freelance;
6227,Saxion University of Applied Sciences,IQON GmbH | textilwerk.com;
6228,Little Rocket I Data & Digital Innovation,VIRO;
6229,Little Rocket | Data + digitale innovatie,MeMo²;
6230,Saxion University of Applied Sciences,Benchmark Electronics;
6231,Little Rocket,Het Oversticht;
6232,Little Rocket,Lijnrecht. Helpt bedrijven groeien.;
6233,Koninklijke Grolsch,⁄ascent;
6234,Koninklijke Grolsch,Wayfair;
6235,Little Rocket,Amazon Web Services (AWS);
6236,Saxion University of Applied Sciences,SeeSnap;
6237,Saxion University of Applied Sciences,Woonstichting Gendt;
6238,Little Rocket,Anteryon B.V.;
6239,Koninklijke Grolsch,Brunel;
6240,Koninklijke Grolsch,Vriesia. Meer dan gewoon goed.;
6241,Saxion University of Applied Sciences,MotracLinde;
6242,Saxion University of Applied Sciences,Refugee Team;
6243,Little Rocket,Eneco;
6244,Saxion University of Applied Sciences,gemeente Heemstede;
6245,Little Rocket,MGB Organisatie en Communicatie;
6246,Saxion University of Applied Sciences,SPECTRUM AG;
6247,Koninklijke Grolsch,Gwynt;
6248,Saxion University of Applied Sciences,Jewelry designer;
6249,Saxion University of Applied Sciences,I-Interim Rijk;
6250,little rocket,Medisch Spectrum Twente;
6251,Saxion University of Applied Sciences,WIMM;
6252,Lions Clubs International,Waterschap Vechtstromen;
6253,Saxion University of Applied Sciences,Mins;
6254,little rocket,Schuitemaker Machines B.V.;
6255,Saxion University of Applied Sciences,Stichting Clubwerk voor Verstandelijk Gehandicapten;
6256,Saxion University of Applied Sciences,Pure Energie;
6257,Saxion University of Applied Sciences,ConCetto Development;
6258,Little Rocket,Third Rock Techkno;
6259,Lions Clubs International,SQUAL Media;
6260,Koninklijke Grolsch,Sand & Castle;
6261,Little Rocket,SMYLE;
6262,Saxion University of Applied Sciences,Buro Vloed;
6263,Saxion University of Applied Sciences,Het Assink lyceum;
6264,Little Rocket,Keijzer marketing|communicatie|management;
"6265,Little Rocket I Data & Digital Innovation,""Moneybox Hypotheken, Verzekeringen en Administraties""";
6266,Little Rocket I Data & Digital Innovation,Felloo;
6267,Koninklijke Grolsch,Estinea;
6268,little rocket,Voskamp Beveiligingstechniek Almelo;
6269,Little Rocket,Nederlands Heren Softbal Team;
6270,Koninklijke Grolsch,Booking Boosters;
6271,Saxion University of Applied Sciences,NLR - Netherlands Aerospace Centre;
6272,Lions Clubs International,I&O Research;
6273,Lions Clubs International,Letterpret Reclameproductie & Belettering;
6274,Saxion University of Applied Sciences,ING Nederland;
6275,Little Rocket,Social Chaps;
6276,Koninklijke Grolsch,Svedex binnendeuren;
6277,Saxion University of Applied Sciences,Decathlon Nederland;
6278,Lions Clubs International,Youvia;
6279,Little Rocket,IntelliCrew;
6280,Saxion University of Applied Sciences,KLM;
6281,Little Rocket,10 C.O Professionals;
6282,Little Rocket,Werk aan de Muur;
6283,Little Rocket,Progress Communications;
6284,Little Rocket,4SUITES;
6285,Little Rocket I Data & Digital Innovation,Spits Oosterwolde;
6286,Little Rocket,GGNet;
6287,Little Rocket,Studio Olivier;
6288,Saxion University of Applied Sciences,Witteveen+Bos;
6289,Lions Clubs International,Actief Werkt!;
6290,Saxion University of Applied Sciences,DO-IT;
6291,Little Rocket I Data + digitale innovatie,Rabobank Enschede-Haaksbergen;
6292,Little Rocket,HEINEKEN Out of Home;
6293,Saxion University of Applied Sciences,Boks Amsterdam;
6294,Little Rocket,Sagittarius Cloud Services;
6295,Little Rocket | Data + digitale innovatie,Alexandra's Paintings;
6296,Little Rocket,MaxX;
6297,Little Rocket,L'Oréal;
6298,Little Rocket,The Work Crowd;
6299,Little Rocket,119;
6300,Saxion University of Applied Sciences,Wijkteams Enschede;
6301,Little Rocket,Cottonwood Technology Fund;
6302,Little Rocket,Design en Media | uut Olnzel;
6303,Saxion University of Applied Sciences,Islamic Azad University;
6304,Little Rocket,Gofunky internetmarketing;
6305,Little Rocket I Data + digitale innovatie,Remote-IT;
6306,Little Rocket,Tossaint Design Solutions;
6307,Saxion University of Applied Sciences,appnormal.com;
6308,Little Rocket,Mochadocs;
6309,little rocket,Little Rocket I Data & Digital Innovation;
6310,Little Rocket | Data + digitale innovatie,Little Rocket;
6311,Little Rocket,Unless.com;
6312,Lions Clubs International,Flinders University;
6313,Koninklijke Grolsch,Deutsche Bank;
6314,Lions Clubs International,Kracht Werkt;
6315,Koninklijke Grolsch,HKCF Corporate Finance;
6316,Little Rocket | Data + digitale innovatie,GreenSwapp;
6317,Little Rocket,MVision AI;
6318,Koninklijke Grolsch,Saxion Centrum voor Ondernemerschap;
6319,little rocket,Topicus.Finance;
6320,Saxion University of Applied Sciences,Tilburg University;
6321,Little Rocket,antwerpes ag;
6322,Little Rocket,Unica ICT Solutions;
6323,Saxion University of Applied Sciences,Rabobank Groep;
6324,Little Rocket,Gesundheitsregion EUREGIO DE;
6325,Lions Clubs International,UNICUM Huisartsenzorg;
6326,Lions Clubs International,DRESSED by haer;
6327,Koninklijke Grolsch,BrightEdge;
6328,Saxion University of Applied Sciences,InnovationQuarter;
6329,Saxion University of Applied Sciences,BeSite ;
6330,Little Rocket,Data Lens Ltd;
6331,Saxion University of Applied Sciences,Europees Comité van de Regio's;
6332,Saxion University of Applied Sciences,Liander;
6333,Little Rocket I Data & Digital Innovation,Voskamp Groep B.V.;
6334,Little Rocket,Simon Stuart-Miller Photography;
6335,Saxion University of Applied Sciences,Koninklijke Marine;
6336,Koninklijke Grolsch,Klippa;
6337,Little Rocket,Vanille Design;
6338,Little Rocket,Koop Bronbemaling B.V. / Koop Wasserbau GmbH;
6339,Koninklijke Grolsch,Denninghoff`;
6340,Little Rocket,Gemeente Utrecht;
"6341,Little Rocket,""Aruba, a Hewlett Packard Enterprise company""";
6342,Lions Clubs International,Drost Letselschade;
6343,Little Rocket,Vivare;
6344,Little Rocket I Data & Digital Innovation,Neostrada;
6345,Little Rocket,RITHM Netherlands;
6346,Saxion University of Applied Sciences,Muziekbank;
6347,Little Rocket,ACHTUNG! Amsterdam;
6348,little rocket,Achmea;
6349,Koninklijke Grolsch,Transparency International;
6350,Little Rocket,Yacht;
6351,Lions Clubs International,Belderink Schildersbedrijf - Vastgoedonderhoud;
6352,Little Rocket,New-Media - Engineering Business Success;
6353,Lions Clubs International,Heutink ICT;
6354,Saxion University of Applied Sciences,FLOWFACT;
6355,Little Rocket,Vinted / Kleiderkreisel;
6356,Little Rocket I Data + digitale innovatie,Blockception Ltd;
6357,Koninklijke Grolsch,Vitens;
6358,Saxion University of Applied Sciences,Taal & Tekenen;
6359,Saxion University of Applied Sciences,Martoni Summit;
6360,Saxion University of Applied Sciences,Le Blanc Advies;
6361,Saxion University of Applied Sciences,Fontys Hogescholen;
6362,Koninklijke Grolsch,PwC Switzerland;
6363,little rocket,Vindsubsidies;
"6364,Little Rocket,""Konot, Stichting voor katholiek Primair Onderwijs""";
6365,Saxion University of Applied Sciences,Colorhouse;
6366,Little Rocket,TKH Airport Solutions;
6367,Little Rocket | Data + digitale innovatie,Little Rocket | #1 Data Bureau - Analytics (Emerce 2021);
6368,Koninklijke Grolsch,PC Reparatie Twente;
6369,Lions Clubs International,Kesseler & Reuvekamp BV;
6370,Lions Clubs International,Beautiful Translations;
6371,Little Rocket | Data + digitale innovatie,Tuinland ;
6372,Saxion University of Applied Sciences,bisdom groningen leeuwarden;
6373,Koninklijke Grolsch,Bentich Bouw;
6374,Koninklijke Grolsch,Management Events;
6375,Little Rocket,Findesk;
6376,Little Rocket,Salespiration;
6377,Lions Clubs International, Bar de Kelder;
6378,Koninklijke Grolsch,Kempen & Co;
6379,Little Rocket,Ecare Services;
6380,Little Rocket,Studio Leef & Leer;
6381,Little Rocket,Het Ideaal;
"6382,Little Rocket,""Foshan Centel Children Products Co,. Ltd""";
6383,Saxion University of Applied Sciences,Hogeschool Saxion;
6384,Little Rocket,Hotel Wonderland;
6385,Little Rocket I Data + digitale innovatie,MTH performance consultancy;
6386,Lions Clubs International,'s Heeren Loo;
6387,Little Rocket,KPMG Nederland;
6388,Little Rocket I Data + digitale innovatie,Stichting Parwin;
6389,Little Rocket,Martijn Onderwater;
6390,Little Rocket,Piggy;
6391,Saxion University of Applied Sciences,Radish Concepts;
6392,Saxion University of Applied Sciences,TenneT;
6393,Koninklijke Grolsch,Zaurus;
6394,Koninklijke Grolsch,Benchmark Electronics;
6395,Little Rocket,De naam volgt;
6396,Saxion University of Applied Sciences,Openprovider;
6397,Little Rocket,Trusted Shops;
6398,Little Rocket I Data + digitale innovatie,Inreda Diabetic;
6399,little rocket,De Drukwerk Specialist;
6400,Koninklijke Grolsch,Boerke Verschuren;
6401,Little Rocket,Beaphar B.V.;
6402,Little Rocket I Data & Digital Innovation,Almax Global Logistics BV;
6403,Little Rocket,Dutch Innovation Days;
6404,Lions Clubs International,KPN NetwerkNL;
6405,Koninklijke Grolsch,D&R Consulting Ltd;
6406,Little Rocket,Apple;
6407,Saxion University of Applied Sciences,Avans University of Applied Sciences;
6408,Little Rocket,Nedap healthcare;
6409,Lions Clubs International,Transtrend B.V.;
6410,Koninklijke Grolsch,Fidelity International;
6411,Lions Clubs International,Rmoni | Quality in Control;
6412,Little Rocket,at.groep;
6413,Saxion University of Applied Sciences,Stichting Grondwetcampagne 2023;
6414,Lions Clubs International,Dietwee design & communication;
6415,Saxion University of Applied Sciences,HvA Centre for Market Insights;
6416,Koninklijke Grolsch,GrowForce;
6417,Koninklijke Grolsch,The Hagan Group LTD.;
6418,Little Rocket,Event Creators;
6419,Little Rocket I Data & Digital Innovation,UCare4 - Gebouwbeheer Veiligheidsprocessen - Digitaal logboek - Gebouwcompliance;
6420,Little Rocket I Data + digitale innovatie,NDIX;
6421,Little Rocket,PICNIC;
6422,Little Rocket,Twinsense Online Brand Excitement;
6423,Koninklijke Grolsch,Pure Energie;
6424,Little Rocket I Data & Digital Innovation,Keune Haircosmetics;
6425,Saxion University of Applied Sciences,Annelies Mol Fotografie;
6426,Little Rocket,Onegini;
6427,Koninklijke Grolsch,TextMaster;
6428,Little Rocket I Data + digitale innovatie,WineStein - the smart Sommelier;
6429,Koninklijke Grolsch,Joop.nl;
6430,Little Rocket | Data + digitale innovatie,Julie Menne Instituut in Baarn;
6431,Koninklijke Grolsch,Chris Russell B.V.;
6432,Little Rocket,Adventure Point Den Ham;
6433,Little Rocket I Data + digitale innovatie,Walvoort Ontwikkelaars;
6434,Koninklijke Grolsch,Visma Verzuim;
6435,Little Rocket I Data & Digital Innovation,Aveleijn;
6436,Lions Clubs International,Tuincentrum Borghuis B.V.;
6437,Little Rocket,STEP Nederland B.V.;
6438,Little Rocket,EvaBol.com;
6439,Little Rocket | Data + digitale innovatie,Perfect Patio;
6440,Koninklijke Grolsch,HILLARY STEP;
6441,Little Rocket,Result Based - Online marketing;
6442,Lions Clubs International,Architom;
6443,Little Rocket,Timbler;
6444,Lions Clubs International,Super B Lithium Power B.V.;
6445,Little Rocket,The Playing Circle;
6446,Saxion University of Applied Sciences,CommunitySense;
6447,Koninklijke Grolsch,ING Nederland;
6448,Little Rocket,Bolletje;
6449,Lions Clubs International, nvt;
6450,Little Rocket I Data & Digital Innovation,Buenavita Technologies Inc.;
6451,Lions Clubs International,Installatiebedrijf Vehof BV;
6452,Saxion University of Applied Sciences,Obaia webdevelopment;
6453,little rocket,Brookhuis Groep;
6454,Saxion University of Applied Sciences,Present Media;
6455,Koninklijke Grolsch,HEKS’N® (Heksenkaas BV);
6456,Little Rocket,J.C.A. ter Stege Holding;
6457,Koninklijke Grolsch,Witteveen+Bos;
6458,Saxion University of Applied Sciences,Leap. The Innovation Agency;
6459,Little Rocket,Nepocon ingenieurs & adviseurs;
6460,Little Rocket,SLO;
6461,Koninklijke Grolsch,Boks Amsterdam;
6462,Koninklijke Grolsch,Grolsch / Asahi Europees Ltd;
6463,Little Rocket I Data + digitale innovatie,TKF (BV Twentsche Kabelfabriek);
6464,Little Rocket,Sticky Presentations;
6465,Saxion University of Applied Sciences,Infotopics;
6466,Little Rocket I Data + digitale innovatie,Emarsys;
6467,Little Rocket I Data & Digital Innovation,Chloorhandel.nl;
6468,Lions Clubs International,Hekman & Kosters;
6469,Little Rocket,Dumont Advies;
6470,little rocket,Cafe Restaurant Max Groot Agelo;
6471,Lions Clubs International,MET ILSE;
"6472,Saxion University of Applied Sciences,""Ministerie van BZK, EZK, VNG, IPO & Unie van Waterschappen""";
6473,Saxion University of Applied Sciences,Alfa-college;
6474,Little Rocket,Link Assistive;
6475,little rocket,Quootz BV;
6476,Saxion University of Applied Sciences,ISA training en coaching;
6477,Little Rocket,Tekscape Inc.;
6478,Koninklijke Grolsch,appnormal.com;
6479,Lions Clubs International,Autosoft;
6480,Koninklijke Grolsch,Adform;
6481,Koninklijke Grolsch,Quintop Management Consultants;
6482,Little Rocket I Data + digitale innovatie,Countus accountants + adviseurs;
6483,little rocket,Enexis Groep;
6484,Little Rocket,little rocket;
6485,Lions Clubs International,Philips Benelux;
6486,Koninklijke Grolsch,Cello;
6487,Koninklijke Grolsch,HarperCollins Publishers;
6488,Little Rocket,bind;
6489,Saxion University of Applied Sciences,Direct Teleservice;
6490,Little Rocket | Data + digitale innovatie,Allen & Overy;
6491,Little Rocket | Data + digitale innovatie,iSense ICT Professionals;
6492,Little Rocket,The Chain Company;
6493,Lions Clubs International,ASSA ABLOY Entrance Systems;
6494,Lions Clubs International,Barada University;
6495,Koninklijke Grolsch,Stumass;
6496,Saxion University of Applied Sciences,Zelfstandig marketing en communicatie adviseur;
6497,Little Rocket,G.A.G.V. Pitch;
6498,Saxion University of Applied Sciences,Mangs Bu-j Te Bange + burgerbegroting Heeten;
6499,Koninklijke Grolsch,Loetje;
6500,Koninklijke Grolsch,Rabobank Groep;
6501,Little Rocket,Gardeluxe B.V.;
6502,Saxion University of Applied Sciences,Civocracy;
6503,Saxion University of Applied Sciences,Newcom Research & Consultancy B.V.;
6504,Saxion University of Applied Sciences,ICE AESTHETIC GmbH;
6505,Lions Clubs International,CreatiePrikkels;
6506,Little Rocket,Gewoonvoorhem;
6507,Saxion University of Applied Sciences,University of Thessaly;
6508,Little Rocket I Data & Digital Innovation,Red Hat;
6509,Lions Clubs International,Kruitbosch ;
6510,Little Rocket,De Vos diensten b.v.;
6511,Little Rocket | Data + digitale innovatie,Novon Schoonmaak;
6512,Koninklijke Grolsch,GIANTcampus;
6513,Saxion University of Applied Sciences,CB750faces.com;
6514,Little Rocket,Graafschap College;
6515,Koninklijke Grolsch,Ornua;
6516,Little Rocket I Data & Digital Innovation,BMN Nijverdal;
6517,Little Rocket,Future Crops;
6518,Little Rocket | Data + digitale innovatie,Recreate B.V.;
6519,Koninklijke Grolsch,Van Dorp;
6520,Saxion University of Applied Sciences,Asahi Europe & International;
6521,Koninklijke Grolsch,Hogeschool Inholland / Inholland University of Applied Sciences;
6522,Koninklijke Grolsch,IBM;
6523,Little Rocket,Doop;
6524,Little Rocket,Nieuwland;
6525,Little Rocket,Stadshuys053;
6526,Saxion University of Applied Sciences,bol.com;
6527,Saxion University of Applied Sciences,Action International Ministries;
6528,Little Rocket,Fundaments B.V.;
6529,Koninklijke Grolsch,Jardin Graywood Adviseurs;
6530,little rocket,Zorgcentrum de Posten;
6531,Koninklijke Grolsch,Facelift bbt;
6532,Little Rocket,Trendwerk;
6533,Saxion University of Applied Sciences,BAR Instruments;
6534,Saxion University of Applied Sciences,Cherry Communicatie;
6535,Little Rocket,Fysius Rugexperts;
6536,Koninklijke Grolsch,Rock-Ola Manufacturing LLC;
6537,Little Rocket,Hogeschool Leiden;
6538,Little Rocket I Data + digitale innovatie,Agrifirm;
6539,Little Rocket,BI Elite LLC;
6540,Little Rocket | Data + digitale innovatie,Thuisgenoten;
6541,Koninklijke Grolsch,Dock;
6542,Little Rocket,Myoso;
6543,Little Rocket I Data & Digital Innovation,Antagonist B.V.;
6544,little rocket,VDL Enabling Technologies Group (ETG) Almelo;
6545,Koninklijke Grolsch,Kaap Doorn Conferentiecentrum;
6546,Lions Clubs International,Little Rocket I Data + digitale innovatie;
6547,Saxion University of Applied Sciences,iQ Makelaars;
6548,little rocket,Dynobend BV;
6549,Little Rocket,Running Center Enschede;
6550,Little Rocket,beet! amc;
6551,Saxion University of Applied Sciences,Conrad Electronic Benelux B.V.;
6552,Little Rocket,Hogeschool Tio;
6553,Little Rocket,Atricom BV;
6554,Little Rocket | Data + digitale innovatie,Infico;
6555,Little Rocket | Data + digitale innovatie,Kwantum;
6556,Saxion University of Applied Sciences,Limesquare;
6557,Saxion University of Applied Sciences,Hogeschool van Amsterdam;
6558,Little Rocket,Zorggroep Manna;
6559,little rocket,Stichting Back to Basic Twente;
6560,Koninklijke Grolsch,Nexus I·ON;
6561,Little Rocket,Tinka;
6562,Saxion University of Applied Sciences,Plechelmusparochie;
6563,Koninklijke Grolsch,batmanda.com;
6564,Lions Clubs International,KERN visuele communicatie;
6565,Saxion University of Applied Sciences,Rhythm b.v.;
6566,Little Rocket,Adverity;
6567,Little Rocket I Data & Digital Innovation,LTO Ledenvoordeel;
6568,Little Rocket | Data + digitale innovatie,CAPE Groep;
6569,Lions Clubs International,Theaterschool ZOT;
6570,Little Rocket,Cannondale Europe;
6571,Saxion University of Applied Sciences,Scamander;
6572,Saxion University of Applied Sciences,Code.Rehab;
6573,Saxion University of Applied Sciences,Twente Board Development;
6574,Little Rocket,NHL Stenden;
6575,Lions Clubs International,NineOrange ;
6576,little rocket,fit20 | Fit in 20 minutes per week;
6577,Little Rocket,Snack Connection B.V.;
6578,Little Rocket,Vi4Office;
"6579,Koninklijke Grolsch,""Harry's, Inc.""";
6580,Little Rocket I Data + digitale innovatie,Talentgroep Twente BV;
6581,Little Rocket,Go-Kids;
6582,Saxion University of Applied Sciences,Derksen en Drolsbach Data Driven;
6583,Koninklijke Grolsch,Hogeschool Saxion;
6584,Little Rocket,Bollux;
6585,Lions Clubs International,MCEC Research Center;
6586,Little Rocket,Kune Group;
6587,Lions Clubs International,Innovadis;
6588,Little Rocket,i22 Digitalagentur;
6589,Little Rocket I Data & Digital Innovation,Salesforce;
6590,Little Rocket,Beyond Online;
6591,Saxion University of Applied Sciences,Stage Heilige Plechelmusparochie Oldenzaal;
6592,Little Rocket,Perteon Seats B.V.;
6593,Little Rocket,Afdeling M.;
6594,Little Rocket,ProfitFlow B.V. | Procesoptimalisatie toegankelijk maken;
6595,Saxion University of Applied Sciences,Jeckio B.V.;
6596,Little Rocket | Data + digitale innovatie,Lions Clubs International;
6597,Little Rocket,RECOGNIZE;
6598,Lions Clubs International,NykampNyboer;
6599,Little Rocket,Sue B.V.;
6600,Little Rocket,Nolet Uitvaartbegeleiding;
6601,Little Rocket I Data & Digital Innovation,OVSoftware Groep B.V.;
6602,Saxion University of Applied Sciences,Kinte Advies BV;
6603,Koninklijke Grolsch,Tea Plays;
6604,Little Rocket,Albert Heijn;
6605,Lions Clubs International,Livio;
6606,Little Rocket,Twelve Waves;
6607,Little Rocket,SVP Communicatie;
6608,Little Rocket,Unusual Pixels;
6609,Koninklijke Grolsch,We-Boost ;
6610,Little Rocket,Adspert | Bidmanagement GmbH;
6611,Koninklijke Grolsch,ChannelSight: eCommerce Intelligence;
6612,Little Rocket,VICE Media;
6613,Saxion University of Applied Sciences,U-Today;
6614,Saxion University of Applied Sciences,PostNL;
6615,Little Rocket | Data + digitale innovatie,Brasserie Le Sourire;
6616,Little Rocket I Data + digitale innovatie,Creative CT;
6617,Lions Clubs International,Nederlandse Voedsel en Waren Autoriteit;
6618,Koninklijke Grolsch,UpThereHR SRL;
6619,Little Rocket,Saxion University of Applied Sciences;
6620,Koninklijke Grolsch,Your Added Value ;
"6621,Lions Clubs International,""de Viersprong, specialist in persoonlijkheid, gedrag en gezin""";
6622,Little Rocket,Masévon Group;
6623,Little Rocket | Data + digitale innovatie,Ben & Jerry's;
6624,Little Rocket | Data + digitale innovatie,Booking Boosters;
6625,Koninklijke Grolsch,House of Math;
6626,Lions Clubs International,BP Raffinaderij Rotterdam;
6627,Little Rocket I Data & Digital Innovation,Toyota Management Institute Benelux;
6628,Koninklijke Grolsch,Efficio;
6629,Little Rocket I Data & Digital Innovation,Baseflow;
6630,Koninklijke Grolsch,La Prairie Switzerland;
6631,Saxion University of Applied Sciences,NIKKIE / NP Fashion BV;
6632,Koninklijke Grolsch,THN - Technische Handelsonderneming Nederland B.V.;
6633,Saxion University of Applied Sciences,Petbnb.nl;
6634,little rocket,Het Stedelijk Lyceum Enschede;
6635,Little Rocket,Clearscope Business & Sales development;
6636,Little Rocket,ContentKing;
6637,Little Rocket,Apollo Vredestein;
6638,Saxion University of Applied Sciences,Montix - Internetbureau;
6639,Saxion University of Applied Sciences,Fontys Hogeschool Eindhoven;
6640,Koninklijke Grolsch,i4Sociaal;
6641,Koninklijke Grolsch,KWS Group;
6642,Little Rocket I Data & Digital Innovation,EXPRO engineering;
6643,Saxion University of Applied Sciences,Heracles Almelo;
6644,Saxion University of Applied Sciences,Aartsbisdom Utrecht;
6645,little rocket,yellow arrow;
6646,Little Rocket,Rijnstate;
6647,Little Rocket,Simms & Associates;
6648,Saxion University of Applied Sciences,PATboard;
6649,Saxion University of Applied Sciences,SMARTICIPATIE;
6650,Saxion University of Applied Sciences,C2B Amsterdam;
6651,Lions Clubs International,BP Europa SE - BP Nederland;
6652,Little Rocket,Logic4;
6653,Little Rocket,Cooder;
6654,Saxion University of Applied Sciences,Vilnius University;
6655,Saxion University of Applied Sciences,S.I. Zwartz BV;
6656,Little Rocket,De Fotoloods;
6657,Little Rocket,MYNXG;
6658,Little Rocket,E-WISE;
6659,Lions Clubs International,VITEQ Creators of Motivation;
6660,Saxion University of Applied Sciences,NDIX B.V.;
6661,little rocket,Arcade Bouw Consult BV;
6662,Lions Clubs International,ISS Nederland;
6663,Little Rocket,Capgemini Invent;
6664,Saxion University of Applied Sciences,Adwise - Your Digital Brain;
6665,Little Rocket | Data + digitale innovatie,DE VOLKSLUST;
6666,Saxion University of Applied Sciences,Bergsingelkerk ;
